X,y
62.9620517158212,24.831861202956592
80.03366429628684,20.639029733225577
72.99195920060427,32.47345192004956
70.05171718050973,36.40080742647602
74.91958712268408,25.412362346659478
35.464109761434,20.165467769733176
74.19577021675734,36.72922156207993
38.963121795251396,13.622353457625138
72.38833456818912,31.33601224050458
63.435533024489985,22.23876858249117
81.85979926230907,40.81746401789634
6.421292028947612,1.4527736500649624
62.26238625408583,21.066535001360847
35.574546808372375,31.044155047476167
34.802080139293665,25.663562444321165
31.028883223648208,27.102869006535702
31.8112277732568,28.30197464997168
22.054816349925943,32.67400156755708
6.801938300264753,26.045712042039774
65.72817911397192,21.90017697163853
86.30677115094483,41.90711472333071
19.317865802804114,12.572242630147507
18.26880726527058,11.377220603750967
19.76117885838957,22.694465943432284
48.50191719022301,37.144064344838895
36.983505990554214,10.177598748009187
79.10658511585098,32.514898529320924
40.04135968757959,22.644011415464476
89.08842867574856,29.796326810196536
38.87166370054709,21.45665694714704
82.58283181526015,31.830975833351083
50.40770974062643,27.167277514747546
70.84584021601027,20.66698920035195
87.82178185096475,35.4069302469591
32.12085312090126,12.142757977978107
35.23545917594284,17.457232745102125
10.134097438702572,19.629628519630284
92.22279892739257,45.6416421559568
96.76647135272727,43.93852131533593
65.28984308346249,39.071469918174046
6.760669667694552,8.795818362353106
48.72349166618611,26.776192563321473
83.3632929498024,49.57760903037335
91.54711156470674,36.80731411770621
92.32563742683443,34.172480562144614
47.13690582260933,30.247868981831218
96.80789432203909,41.6486126515421
18.722241211447066,10.92584897111573
64.11316124372593,28.856784689824927
33.33936053824591,8.709378389258637
89.83148573803726,39.924960931253885
61.94665380831375,23.721381550663466
71.0827836830305,30.37833666189571
36.713674815112704,10.345576101398285
23.08345236135554,15.693804467450853
74.52666578127626,29.38990831669757
84.14015078289671,51.26646930891767
16.563503476934105,15.768766607481176
62.57775695216669,38.520268216381425
9.959556754999666,15.031286621803366
75.36041887259839,42.95604412889105
30.595830943554514,23.83308969741664
37.39171358744494,19.563000331573264
23.46041497266581,12.757602540593371
93.00906094603897,38.267213604312225
77.60246962123206,37.889033337739846
84.75457408929327,38.040175820537215
84.7789164924623,35.02641122790426
19.12904347841844,15.802772688775981
80.8532224822451,36.77393009156027
17.959117851336337,5.1832839399865644
74.23443287402804,33.89529374685213
32.07568279094026,15.383659231410032
40.60792082315384,17.51989702966977
68.19849073603986,34.28431988399429
51.81380602526847,33.89189280584757
73.14158098188443,33.52230721688588
82.77484697933866,43.51055647650766
71.24223130473248,39.34639637283118
11.325637751193662,28.3691477016862
90.82048026827839,38.21836634497466
44.634001037414976,16.912212688699015
16.346174990329942,21.21249538357918
11.872916624519736,23.78761898276312
65.30872652852209,36.4265448920579
2.23809808340929,19.159918522508136
39.91595616072705,22.9398497973095
75.34497228414648,28.378424811189962
79.7379405304929,22.92102730977888
45.26769894523544,28.278347536710314
47.42250686820895,11.89443683679562
73.51240987479879,40.24420760943429
54.331179160216,19.16577732719928
84.51996009085791,35.5550978178124
73.30972046722054,25.398020345106968
85.03407923141724,40.93432499108275
47.14957405350305,26.369770062094474
18.664064454297502,21.97606384265655
55.829463126960135,24.88917422435864
80.5914617399121,27.213420082961782
73.01185929976165,27.65812422504229
62.53753491453986,30.50696046663075
57.17303799175324,33.65200021774528
34.67341206320861,20.14580612333423
93.96818593933301,45.78963692616561
82.93798492630819,31.337660235633585
96.51416664516117,47.84688452905573
25.968020861636155,11.10351314477075
14.830782779168638,2.3135351269401925
93.1079566132668,30.563070868334965
14.354255644961967,12.49843786578382
84.05898112112146,32.19224258227881
67.40170889138307,33.29462468403846
48.42053372383391,24.17143139077144
83.77269781571131,38.294468846616226
38.19299981028652,18.98216055877174
69.81739560705374,41.22182991876197
27.07705072027681,29.50754844724142
93.6569427772184,42.34507205332581
64.92210865623362,32.36529862138144
21.49404231730805,7.39794847261101
87.44989405938067,26.991366783560338
64.6126000582988,39.86861414353882
85.40419183342559,27.043592317181776
85.51205304104475,45.53770279679522
36.71783932870457,20.274671516886684
2.711044809313534,7.121663457086733
97.10331821730361,43.02257014975693
7.641461082248435,7.603177585137205
45.1982645920767,15.475982628004573
9.237608728746704,7.905757769163996
91.80593188792201,27.91675087233052
42.053236219687484,2.343591189623135
2.7507569828210676,5.611570709371097
85.84009040374787,25.87320627552269
30.764119347955933,20.159742695235003
67.22230276195828,29.7892281414547
28.107634175046947,18.952060694929333
96.83657296485434,51.468440932496826
64.9847670625443,33.36223088274796
28.80435750318927,18.422634841845138
60.40951180991494,33.76531250824154
65.1249885985341,23.374046767742865
54.10907705401951,23.390257501811995
28.34801434890366,18.588285219332413
